9.65,25.82,12.04,19,37,449,92.7,54.36,0,427,472,81.4,0.51,0.08,5
9.2,25.26,11.91,18,19,435,92.5,53.41,0,427,472,81.4,0.53,0.08,6
9.71,25.78,11.54,20,47,440,92.2,52.38,0,415,473,85,0.53,0.07,5.5
9.19,25.83,12.35,20,47,435,92.9,56.27,0,415,473,85,0.52,0.07,5.5
9.22,25.47,11.91,19,56,444,92.6,53.97,0,425,480,81.9,0.52,0.07,5.5
9.32,26.25,11.88,19,48,450,91.9,53.12,0,415,473,85,0.53,0.07,5.7
9.5,26,11.50,18,45,433,90.9,52.9,0,415,473,85,0.53,0.08,5.7
9.43,26.1,11.60,19,49,419,91.5,53.5,0,415,473,85,0.53,0.08,5.7
9.6,25.76,12.51,20,59,505,90.5,54.87,0,415,473,85,0.56,0.07,5.2
9.2,25.86,11.69,19,32,490,90.8,55.6,0,410,480,81.9,0.63,0.07,6.8
9.1,25.50,11.50,20,32,455,90.8,55.6,0,415,485,85,0.59,0.08,6.8
9.2,25.73,11.20,20,12,449,90.8,55.6,0,412,490,85,0.61,0.07,6.8
13,23.04,9.40,18,28,1366,83.0,45.93,420,432,472,87.4,0.33,0.07,4.3
13,23.04,9.20,19,37,1366,82.5,45.93,350,427,472,81.4,0.36,0.08,4.0
13,23.04,9.30,18,19,1366,82.9,45.93,350,427,472,81.4,0.36,0.08,3.8
13,23.04,9.40,19,32,1366,82.8,45.93,350,427,472,81.4,0.36,0.08,4.0
13,23.04,9.20,20,32,1366,83.1,45.93,350,427,472,81.4,0.36,0.08,5.0
10.9,23.83,9.30,20,47,1119,82.9,46.33,309,415,473,85,0.39,0.07,4.3
10.4,24.42,9.40,19,56,1119,82.8,46.33,309,415,473,85,0.39,0.07,4.2
10.6,24.27,9.20,18,41,1119,82.8,46.33,309,415,473,85,0.39,0.07,4.1
10.4,23.93,9.20,17,21,1119,83.1,46.33,309,415,473,85,0.39,0.07,4.5
